Row,Ticket_ID,Customer_Message,Expected_Intent,Predicted_Intent,Expected_Action,Predicted_Escalation,Agent_Reply,Gemini_Score
115,TICKET_115,Hey wtf am I supposed to do when I ordered a sheet of copper and u guys sent me a backpack I didn't order instead???? 😐 https://t.co/628mPRosVs,Replacement,Replacement,Escalate to Human,false,"Hi there,

I’m very sorry to hear that you received a backpack instead of the copper sheet you ordered. That’s certainly not the experience we want you to have. Let’s get the correct item to you as quickly as possible.

I’ve initiated a replacement for the copper sheet you originally ordered. You’ll receive a confirmation email shortly with the details and a prepaid return label for the backpack, should you wish to send it back.

If you have any further questions or need additional assistance, please let us know. We appreciate your patience and thank you for bringing this to our attention.

Best regards,
Amazon Customer Support",1
116,TICKET_116,Still nothing? WHY DO I PAY FOR #PRIME AND HAVE TO PAY ANOTHER £8 TO GET THIS NEXT DAY?,Payment Issue,Payment Issue,Escalate to Human,false,"Hi there,

I’m sorry to hear about the frustration you’re experiencing with your Prime delivery and the additional charge. Prime membership does not automatically cover every next‑day delivery, and some items may require an extra fee for that service. I understand how disappointing this can be.

To investigate the charge and see if a refund or adjustment is possible, could you please reach out to our support team using the following link? They’ll be able to review your account and the specific order details:
https://t.co/JzP7hlA23B

Thank you for your patience, and we appreciate you being a Prime member.

Best regards,
Amazon Customer Support",2
117,TICKET_117,I am still waiting for the products.. don't know what is going on with your delivery. Where is my delivery? @115850 @115821,Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry to hear that your order has not arrived yet. I understand how frustrating this can be. Could you please provide your order number so I can look up the shipment details and give you an accurate update on its expected delivery? Thank you for your patience, and I’ll work to resolve this as quickly as possible.",2
118,TICKET_118,Thanks it's just a pain it's delivered to Manchester hub (5 miles down road if I recall) last night and due delivery today but says delayed,Order Tracking,Order Tracking,Auto-handle,false,"Hi there,

I’m sorry for the inconvenience you’re experiencing with your delivery. I see that your package arrived at the Manchester hub last night and was scheduled for delivery today, but the status now shows a delay. I’ve checked the latest tracking information and it looks like the carrier is working to get the package out of the hub and onto the final delivery route. 

At this time the estimated delivery window has been pushed to tomorrow (or the next business day). You should receive a notification once the driver is out for delivery. 

We understand how frustrating this can be, and we appreciate your patience. If the package does not arrive within the updated timeframe, please let us know and we’ll investigate further.

Thank you for your understanding.

Best regards,
Amazon Customer Support",5
119,TICKET_119,"Still not parcel I was expecting one today as well,another letdown, I want compensation if my stuff is not here by sunday.This is a P take",Escalation,Order Tracking,Escalate to Human,true,We’re very sorry to hear that your parcel has not arrived as expected and understand how frustrating this must be. I’ve escalated your case to our specialist team so they can review the delivery status and discuss compensation options with you. A representative will reach out shortly to assist further. Thank you for your patience.,5
120,TICKET_120,@115850 Delivery date was around 17th oct..how can you cancel it within 2 days of placing the order. That too on various orders that I have made. https://t.co/Eh9ZVzYrZJ,Escalation,Cancellation,Escalate to Human,false,"Hi there,

I’m sorry to hear you’d like to cancel your order. You can cancel most orders within 30 minutes of placing them, and for many items you’ll still be able to cancel up to a few hours after the order is confirmed. To check the exact status and cancel your order:

1. Go to **Your Orders** on Amazon.com or the app.
2. Locate the order with the expected delivery around October 17th.
3. Click **Cancel items** and follow the prompts.

If the **Cancel items** button isn’t available, the order may already be in the shipping process. In that case, you can still request a return once the package arrives, and we’ll process a full refund for you.

If you run into any issues or need further assistance, please let me know or visit the cancellation help page here: https://www.amazon.com/gp/help/customer/display.html?nodeId=GDFU7X9M5V6R

Thank you for your patience, and I’m here to help with anything else you need.

Best regards,
Amazon Customer Support",1
121,TICKET_121,Amazonで頼んだカバーが写真と全然違うのが届いたこの場合どおしたらいいんん？,Replacement,Other,Escalate to Human,true,"お客様へ

この度はご注文いただいたカバーが写真と異なる商品が届き、ご不便とご不快の念をお掛けいたしましたこと、深くお詫び申し上げます。

現在の情報だけでは、適切な対応（返金・交換等）をすぐにご案内できかねますので、専門の担当者にて詳細を確認させていただきます。お手数ですが、以下の情報をご提供いただけますでしょうか。

1. ご注文番号
2. 商品名（カバー）
3. 受け取った商品の写真（可能であれば）
4. ご希望の対応（返金、交換など）

いただいた情報をもとに、速やかに対応させていただきます。何卒ご協力のほどよろしくお願い申し上げます。

Amazon カスタマーサービス",5
122,TICKET_122,"@115830 Seriously, STOP using Hermes 2 deliver ""Prime"" orders. Going to be a full week after ordering that I receive my next day delivery.",Order Tracking,Order Tracking,Escalate to Human,false,"Hi there,

I’m sorry to hear that your Prime order has not arrived as expected. I understand how frustrating a delayed next‑day delivery can be, especially when you rely on it for time‑sensitive items.

Could you please provide the order number for the affected purchase? Once I have that, I’ll be able to locate the shipment and give you an updated delivery estimate. If there’s a carrier issue, I’ll also look into alternative options to help get your order to you as quickly as possible.

Thank you for your patience, and I look forward to resolving this for you promptly.

Best regards,
Amazon Customer Support",1
123,TICKET_123,You call me service is unavailable and im unable to call the number. #Help,Escalation,Other,Escalate to Human,false,"I’m sorry you’re having trouble reaching us by phone. Our phone lines can sometimes experience high volume, which may cause calls to disconnect. To get immediate assistance, please contact us through this link: https://t.co/TK4yevTaND. If you prefer, you can also message us here, and we’ll be happy to help with any issue you’re experiencing. Thank you for your patience.",1
124,TICKET_124,Where the flip is my @115821 package,Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry you’re still waiting for your package from @115821. To help locate it, could you please let us know the carrier used for this shipment and whether the order was fulfilled by Amazon or a third‑party seller? You can find that information in your order details. Once we have those details, we’ll investigate the delivery status and get back to you as quickly as possible.",1
125,TICKET_125,"We sent a gift card to my daughters stepmother via Facebook messenger. She received it and tried to use it immediately, it was unusable",Payment Issue,Escalation,Escalate to Human,true,"Hello,

I’m sorry to hear that the gift card you sent to your daughter’s stepmother isn’t working. I understand how frustrating this must be, especially when she tried to use it right away.

To resolve this as quickly as possible, I’m escalating your case to one of our specialist team members who can investigate the gift card status and help get it working for you. They may need a few details, such as the gift card code, the email address it was sent to, and any error messages received.

A colleague will reach out shortly to gather the necessary information and provide a solution. Thank you for your patience, and we appreciate you bringing this to our attention.

Best regards,
Amazon Customer Support",5
126,TICKET_126,@119625 unable to play video on my laptop,Other,Other,Auto-handle,false,"We’re sorry you’re experiencing trouble playing videos on your laptop. Please follow this link so our team can investigate the issue further: https://t.co/pRp8j7k4hF. If you need any additional assistance, feel free to let us know.",5
127,TICKET_127,Got the call made thankyou so much! There is some problem with the helpline number please do look after it,Other,Other,Auto-handle,true,"Hi there,

Thank you for letting us know that you received the call – we’re glad to hear that part worked out. I’m sorry to hear you’re experiencing issues with our helpline number. I’ve escalated this to our specialist team so they can investigate the problem and ensure the contact line works smoothly for you and other customers.

If you have any additional details (such as the exact number you dialed or the error you encountered), please share them and we’ll pass them along. We appreciate your patience and will get back to you as soon as possible.

Thank you for your understanding.

Best regards,
Amazon Customer Support",5
128,TICKET_128,I guess i did get prime but couldnt remember. Thanks 😜,Other,Account Login,Auto-handle,false,"Hello,

Thank you for reaching out. I understand you’re unsure whether your Amazon Prime membership is active. You can quickly verify your Prime status by signing into your Amazon account and visiting the ""Your Prime Membership"" page (Account & Lists > Your Prime Membership). If you see the benefits listed, your membership is active. 

If you’re unable to access your account or need further assistance, please let us know and we’ll be happy to help.

Best regards,
Amazon Customer Support",5
129,TICKET_129,This is the latest message .. It's not the solution but creating a worst experience https://t.co/Lasw0ab6YX,Escalation,Escalation,Escalate to Human,true,"We’re very sorry to hear that the solution you received did not meet your expectations and has caused further frustration. I’m escalating this matter to our senior support team right away so we can investigate further and find a proper resolution for you. One of our specialists will reach out shortly. Thank you for your patience, and we appreciate the opportunity to make this right.",5
130,TICKET_130,@115830 I am an Indian travelling to the UK around Black Friday. I am interested in buying a gaming console from @115830. What is the procedure for getting a VAT refund for my purchase?,Other,Refund,Escalate to Human,true,"Hello,

Thank you for reaching out about the VAT refund process for your upcoming purchase. I’m sorry I don’t have the specific details to assist you directly. I’ll forward your request to one of our VAT‑refund specialists who can provide you with the exact steps and any required documentation.

A team member will contact you shortly. Thank you for your patience, and please let us know if there’s anything else we can help with in the meantime.

Best regards,
Amazon Customer Support",5
131,TICKET_131,The expiry is on there along with relevent proof so much hassle,Escalation,Escalation,Escalate to Human,true,"We’re very sorry for the inconvenience you’ve experienced. I understand you’ve provided proof regarding the expiry and that this has become a hassle for you. I’m escalating this matter to our senior support team so they can review the details and resolve it as quickly as possible. Thank you for your patience, and we’ll follow up with you shortly.",5
132,TICKET_132,"Eh, @116928, que @4496 os la intenta meter doblada otra vez: me hacen firmar que el paquete llegó el día 29 o no me lo entregan. Ha llegado hoy, 30👌🏻 https://t.co/cEcifrtGVR",Order Tracking,Order Tracking,Escalate to Human,false,"Hola, lamento mucho la confusión con la fecha de entrega y el proceso de firma. Para poder revisar el estado exacto de tu envío y aclarar por qué se solicitó la firma con la fecha del 29, ¿podrías proporcionarnos el número de pedido? Con esa información, verificaremos el historial de entrega y nos pondremos en contacto con la empresa de transportes para resolverlo lo antes posible. Gracias por tu paciencia.",1
133,TICKET_133,"Ich denke, Amazon will einfach nicht. Trotz mehrfachen Telefonaten und schriftlichen Beweisen, wird man ignoriert und abgezockt!!!!",Escalation,Escalation,Escalate to Human,true,"Es tut uns sehr leid zu hören, dass Sie sich ignoriert fühlen und Unannehmlichkeiten erlebt haben. Wir möchten uns für die entstandenen Unannehmlichkeiten entschuldigen und Ihr Anliegen umgehend an unser spezialisiertes Team weiterleiten, damit wir gemeinsam eine zufriedenstellende Lösung finden können. Bitte haben Sie etwas Geduld, wir werden uns schnellstmöglich bei Ihnen melden.",5
134,TICKET_134,"the email itself says pending, but the item page said prime shipping and gave me the date as well.",Order Tracking,Order Tracking,Auto-handle,false,"We’re sorry for the confusion. When an order is placed with Prime, a delivery date is assigned as soon as the item is ready to ship. If the email you received still shows “pending,” it means a final delivery date hasn’t been set yet. You can continue to monitor the status in the “Your Orders” section of your account, and we’ll send you an email confirmation as soon as a delivery date is confirmed. Thank you for your patience, and please let us know if you have any other questions.",5
135,TICKET_135,@115850 What's the point in festive offers if gifts cant be delivered on time ?? #unhappydiwali #whereismyorder https://t.co/7GT4SlgvgA,Escalation,Order Tracking,Escalate to Human,false,We’re sorry to hear that your order hasn’t arrived in time for the celebrations. I understand how disappointing that can be. Could you please share your order number so we can locate the shipment and provide you with an updated delivery status? We’ll do everything we can to get your gifts to you as quickly as possible.,1
136,TICKET_136,Kindleアプリで本が読めん つまらんアップデートしやがって、アマゾンめ 困った,Other,Other,Escalate to Human,true,"お客様

Kindleアプリで本が読めないとのことでご不便をおかけし、誠に申し訳ございません。アップデート後の不具合に関しましては、専門のサポートチームで詳しく確認させていただく必要がございます。お手数ですが、以下の情報をご提供いただけますでしょうか。
- ご利用のデバイス（例：Windows PC、Mac、iOS、Android）
- Kindleアプリのバージョン
- エラーメッセージや表示されている画面のスクリーンショット（可能な場合）

いただいた情報をもとに、迅速に対応させていただきます。何卒よろしくお願いいたします。

Amazon カスタマーサービス",5
137,TICKET_137,I’m going around and around since Tuesday with people from overseas that can’t understand what I’m saying and I can’t understand what they are saying. Why can’t I just speak to an American,Escalation,Escalation,Escalate to Human,true,"We sincerely apologize for the frustration you’ve experienced with language barriers during your recent interactions. I understand how important it is to communicate clearly, and I’m sorry you haven’t been able to do so. I will forward your request to a senior support specialist who can assist you in English and arrange for an appropriate representative to help you further. Thank you for your patience, and we appreciate the opportunity to resolve this for you.",5
138,TICKET_138,"Hi, I'm an Amazon prime user and I've just become a student, is it possible to change my account details to the 50% Prime student offer? May be the only way I can afford to keep my prime membership upon renewal",Other,Other,Auto-handle,true,"Hello,

Thank you for reaching out and congratulations on becoming a student! I understand you’d like to switch your current Prime membership to the 50% Prime Student discount.

Unfortunately, the information we have on hand does not cover the process for converting an existing Prime account to the student plan. To ensure you receive the correct guidance and can take advantage of the student discount, I’m escalating your request to a specialized team who can assist you further.

A colleague will review your account details and get back to you shortly with the next steps. If you have any additional questions in the meantime, please feel free to let us know.

Thank you for your patience.

Best regards,
Amazon Customer Support",1
139,TICKET_139,"Darum geht es nicht. Ob heute Abend oder morgen. Es geht darum, dass es angeblich im Briefkasten sein soll und dann woanders ist.",Order Tracking,Order Tracking,Escalate to Human,true,"Nous sommes désolés d’apprendre que votre colis aurait été indiqué comme livré dans votre boîte aux lettres alors qu’il n’est pas présent. Afin de résoudre rapidement ce problème, nous allons transmettre votre demande à un agent spécialisé qui pourra vérifier les détails de la livraison et vous apporter une solution adaptée. Merci de votre compréhension.",5
140,TICKET_140,El Fire Stick de @116928 ha hecho un upgrade genial de mi televisión. Me ha quedado una smart TV barata con apps muy buenas 🙌😎,Other,Other,Escalate to Human,false,"¡Muchas gracias por compartir tu experiencia! Nos alegra saber que el Fire Stick ha mejorado tu televisor y que estás disfrutando de las apps. Si en el futuro necesitas ayuda con cualquier cosa, no dudes en contactarnos.",1
141,TICKET_141,@115850 Order ID: 171-7504339-9867535. return is complete and refund has issued. But i haven't received any amount till now.,Refund,Refund,Escalate to Human,false,"Hello,

I’m sorry to hear that you haven’t received your refund for order 171-7504339-9867535. I understand how frustrating this can be.

To investigate this promptly, could you please share the following details with us via our secure form: https://t.co/GIJyeYqKE0?  This will allow us to locate the refund transaction and ensure the amount is credited to your original payment method as quickly as possible.

Thank you for your patience, and we’ll work to resolve this for you right away.

Best regards,
Amazon Customer Support",1
142,TICKET_142,For the 1st time getting this kind of service from @115850. https://t.co/SukQcl9zVj,Escalation,Escalation,Escalate to Human,true,"We’re very sorry to hear about your experience and understand your frustration. I have escalated your concern to our senior support team, and they will review the issue promptly. A specialist will reach out to you shortly to help resolve this matter. Thank you for bringing this to our attention.",5
143,TICKET_143,"@115821 I’m sitting here at hone the whole time and no knock on the door, no pkg but shows “delivered”. Tired of this. Not ordering anymore",Order Tracking,Order Tracking,Escalate to Human,false,"Hi @115821, I’m sorry to hear that your package shows as delivered but you haven’t received it. To investigate this for you, could you please provide the order number and confirm the delivery address associated with the order? Once we have that information, we’ll check the carrier’s tracking details and work on locating your package or arranging a replacement if needed. Thank you for your patience.",1
144,TICKET_144,So what's the benefit for prime membership? https://t.co/8Xueu2csvY,Escalation,Other,Escalate to Human,true,"Hello,

Thank you for reaching out with your question about the benefits of an Amazon Prime membership. Our current reference material focuses on account cancellation and sign‑up procedures, and does not include a detailed overview of Prime features.

I’ll forward your inquiry to a specialist who can provide you with a comprehensive list of Prime benefits tailored to your needs. We appreciate your patience and will get back to you shortly.

If you have any other questions in the meantime, please let us know.

Best regards,
Amazon Customer Support",5
145,TICKET_145,Es nacheinander bestellen ABER das scheint ja jetzt auch nicht zuklappen,Other,Escalation,Escalate to Human,true,"Hallo,

vielen Dank für Ihre Nachricht. Es tut mir leid zu hören, dass Sie Schwierigkeiten beim Bestellvorgang haben. Damit wir Ihnen schnell und gezielt weiterhelfen können, bräuchte ich bitte ein paar weitere Details zu Ihrem Problem (z. B. welche Schritte Sie bereits unternommen haben und welche Fehlermeldung Sie erhalten). 

Sobald wir diese Informationen haben, können wir das Problem genauer untersuchen und eine passende Lösung finden.

Vielen Dank für Ihre Mithilfe!

Freundliche Grüße,
Ihr Amazon Kundenservice",1
146,TICKET_146,"Tell me why Amazon has charged me $120 in the past 18 hours for a membership I don't use, and without my permission or any notice. What the actual fuck",Payment Issue,Payment Issue,Escalate to Human,false,"Hello,

I’m very sorry to hear about the unexpected $120 charge to your account. I understand how frustrating this can be, especially when you didn’t intend to sign up for a membership.

Amazon Prime offers a 30‑day free trial, and if a trial is started, the selected plan is automatically charged at the end of the trial period. It’s possible that a trial was activated on your account, which resulted in the charge you’re seeing.

You can review and manage your Prime membership here: https://t.co/r5lbqyVsAv. From that page you can:
1. Verify the membership start date and the plan you’re on.
2. Cancel the membership if you do not wish to keep it.
3. Request a refund for the recent charge.

If you believe the charge was made in error or you did not start a trial, please let me know and I’ll gladly initiate a refund for you. Providing the order number or the exact transaction date will help us process this as quickly as possible.

Thank you for bringing this to our attention. We appreciate your patience while we resolve this matter.

Best regards,
Amazon Customer Support",1
147,TICKET_147,"Ordered two #AmazonPrime items this week, orange tick and everything, both are coming at least three days after ordering. What BS is this @115830?",Order Tracking,Order Tracking,Escalate to Human,false,"Hi, I’m sorry to hear your Prime orders are arriving later than expected. Could you let me know if these orders were fulfilled by Amazon or a third‑party seller, and share the order numbers? I’ll check the tracking information and work to get you an updated delivery estimate. Thank you for your patience.",1
148,TICKET_148,"Exchange was not avbl fr #Op5 in Mumbai, Hyderabad, Nagpur and Visakhapatnam @115850 Then why this offer? #TimePassOffer or #KiddingOffer",Escalation,Other,Escalate to Human,false,"Hi there,

We understand your frustration that the exchange option isn’t showing up for #Op5 in Mumbai, Hyderabad, Nagpur, and Visakhapatnam. The availability of exchange offers can vary by region and product stock.

For detailed information on how the exchange facility works and any city‑specific restrictions, please refer to our exchange policy page here: https://t.co/vxGP8pqDP9.

If you still don’t see the exchange option after checking the policy, feel free to let us know and we’ll investigate further.

Thank you for bringing this to our attention.

Best regards,
Amazon Customer Support",1
149,TICKET_149,"@115850 They r saying they don't have tracking details after 1 st so, they r assuming parcel might have been lost or damaged in transit. So they r asking to request for either refund or replacement. After waiting for 11 days customer never expects such replies",Replacement,Refund,Escalate to Human,false,"Hi @115850,

I'm very sorry to hear that you still haven't received your order and that we haven't been able to provide tracking details. I understand how frustrating this must be, especially after waiting 11 days.

I can initiate a full refund for you right away. If you would prefer a replacement instead, just let me know and I’ll arrange for a new shipment to be sent immediately.

Please confirm which option you’d like to proceed with, and I’ll take care of it right away.

Thank you for your patience, and again I apologize for the inconvenience.

Best regards,
Amazon Customer Support",1
150,TICKET_150,am trying to use my U.K account in Poland I am getting told I will be emailed to verify my identity no emails tried since yest,Account Login,Account Login,Escalate to Human,false,"Hi there,

I’m sorry you’re having trouble accessing your account while you’re in Poland. When you receive a prompt that a verification email will be sent, please follow these steps:

1. Check all email folders (including Spam/Junk) for a message from Amazon titled “Verify Your Identity.”
2. If you don’t see the email, go to the Amazon sign‑in page and click **“Can’t sign in?”**
3. Choose the option **“I didn’t receive a verification code”** and follow the prompts to request a new code.
4. You’ll be given the option to receive the code via email or SMS. Select the method that works best for you.
5. If the issue persists, you can contact us directly by phone or chat using this link: https://t.co/zYVX1Qi29G. Our team can verify your identity and help restore access to your account.

Please let us know if you need any further assistance. We’re here to help!

Best regards,
Amazon Customer Support",1
151,TICKET_151,Pretty disappointed that the usb stick we bought as a birthday present has less storage than advertised @115830,Replacement,Replacement,Escalate to Human,true,"We’re very sorry to hear that the USB stick you received does not match the advertised storage capacity, especially since it was intended as a birthday gift. I understand how disappointing this must be. To resolve this promptly, could you please provide your order number and the details of the item you received? Our team will review the information and arrange a replacement with the correct product as quickly as possible. Thank you for bringing this to our attention, and we appreciate your patience while we sort this out.",1
152,TICKET_152,@119625 I have been using Amazon prime video for almost two months now and never found a single movie I have ever searched. 🤤😒 https://t.co/jKaur52lQE,Other ,Other,Auto-handle,false,"Hi there,

I’m sorry to hear you haven’t been able to locate the movies you’re looking for on Prime Video. We’re constantly adding new titles to the library, and the selection can change frequently. I recommend checking our latest content updates regularly at https://t.co/FYM9PIZOR8, where we highlight the newest movies and TV shows available.

If you have a specific title in mind, feel free to let us know and we’ll see if it’s scheduled to arrive soon.

Thank you for being a Prime Video member, and we hope you discover many great titles to enjoy!",5
153,TICKET_153,"9 hours ago I was told it was, now it's lost or damaged.",Order Tracking,Escalation,Escalate to Human,true,"I’m very sorry to hear that your item appears to be lost or damaged. I understand how frustrating this must be. To resolve this promptly, I’m escalating your case to a senior specialist who can investigate further and provide a suitable solution. You’ll hear back from us shortly. Thank you for your patience.",5
154,TICKET_154,Gonna make it socialize as much as i can,Other,Other,Escalate to Human,true,"Hello,

Thank you for reaching out. I’m sorry, but I’m having trouble understanding your request. Could you please provide a bit more detail about the issue you’re experiencing so I can assist you properly? I’ll also forward your message to a specialist who can help further.

Thank you for your patience.

Best regards,
Amazon Customer Support",5
155,TICKET_155,c'est dans ces moments là qu'on est content d'avoir acheté un jeu qui soit pas mainstream 🤔 https://t.co/bPC0YMwEuM,Other,Other,Escalate to Human,true,"Bonjour,

Merci pour votre message. Afin de mieux vous aider, pourriez‑vous préciser votre demande ou le problème que vous rencontrez avec votre achat ? Nous sommes à votre disposition pour toute assistance supplémentaire.

Cordialement,
Le service client Amazon",1
156,TICKET_156,@158543 @127852 @127271 I ordered from @115830,Order Tracking,Escalation,Auto-handle,true,"Hello, thank you for reaching out. I’m sorry you’re experiencing difficulty with your recent order. To assist you further, we’ll need some additional information such as your order number and the specific issue you’re facing. I’m forwarding your request to a senior specialist who will contact you shortly to help resolve this matter. Thank you for your patience.",2
157,TICKET_157,It was SUPPOSE to be delivered today. Prime. Yeah right. &amp; now it’s pushed to Monday. Might have to cancel if this keep going on.,Order Tracking,Order Tracking,Escalate to Human,false,"Hi there,

I’m sorry to hear that your Prime order, which was scheduled for delivery today, has been pushed to Monday. We understand how frustrating this can be, especially when you’re expecting a fast delivery.

During busy periods, some deliveries may take a little longer than usual. Please also check your email (including the spam/junk folder) for any notifications about a change in the delivery schedule.

I’m happy to look into the exact status of your order and provide you with the latest tracking information. Could you please share your order number with me?

Thank you for your patience, and we’ll do our best to get your order to you as quickly as possible.

Best regards,
Amazon Customer Support",1
158,TICKET_158,#Amazonindia ?? #Pathetic #Disgusting #thief,Escalation,Escalation,Escalate to Human,true,"We’re sorry to hear you’re upset with your experience. To assist you further, could you please share more details about the specific problem you encountered, such as an order number or the nature of the issue? We’ll forward your concerns to our senior team for prompt attention.",4
159,TICKET_159,It doesn't give me a specific date and it keeps changing!,Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry you’re seeing inconsistent delivery dates. To help you accurately, could you please provide the order number and let me know which Amazon site you placed the order on (e.g., amazon.com, amazon.co.uk, etc.)? Once I have that information, I’ll be able to check the latest shipping status and give you a clear expected delivery date.",1
160,TICKET_160,ok merci,Other,Other,Escalate to Human,false,"You’re welcome! If you need any further assistance, please don’t hesitate to let us know.",1
161,TICKET_161,コンビニで受け取りたいのですがどうやって設定出来ますか？ あと、コンビニ受け取りだと支払いもそのコンビニで出来ますか？,Other,Escalation,Escalate to Human,true,"お客様

この度はご質問ありがとうございます。コンビニ受け取りの設定方法や、コンビニでのお支払い可否につきましては、専門のチームで詳しくご案内させていただきます。こちらの内容を担当部署へエスカレーションいたしますので、追ってご連絡させていただきます。

ご不便をお掛けし申し訳ございませんが、今しばらくお待ちくださいますようお願い申し上げます。

Amazonカスタマーサービス",5
162,TICKET_162,Hi @115850 the payment for a recent order did not go through earlier but now the money has been debited twice. Kindly help.,Payment Issue,Payment Issue,Escalate to Human,false,"Hello,

I’m sorry to hear that you’ve been charged twice for your recent order. I understand how frustrating this can be. Could you please provide the order number and the last four digits of the card used for the purchase? Once I have those details, I’ll investigate the duplicate charge and initiate a refund for the extra amount as quickly as possible.

Thank you for your patience, and please let me know if there’s anything else I can assist you with.

Best regards,
Amazon Customer Support",1
163,TICKET_163,"@115850 hi, I have a major query but before that a question. Does Amazon care for customers?",Escalation,Other,Escalate to Human,true,"Dear valued customer,

Thank you for reaching out to us. We truly care about every one of our customers and strive to provide the best possible experience. I understand you have a major query, and I’d like to ensure we address it accurately.

To assist you further, I’m escalating your request to one of our senior support specialists who can provide a personalized response and help with any specific concerns you may have.

We appreciate your patience and look forward to resolving your query promptly.

Kind regards,
Amazon Customer Support",5
164,TICKET_164,"@116316, why you ALWAYS do this to me? I like you so much. don't bring me down :'( https://t.co/O2owF8c15O",Other,Escalation,Escalate to Human,true,"We’re sorry to hear you’re feeling upset. I understand how frustrating this can be. To better assist you, I’ve escalated your message to one of our senior support specialists who will reach out shortly to help resolve any issues you’re experiencing. Thank you for your patience.",5
165,TICKET_165,Me dicen que no pueden hacer nada. La gestión está en trámite y debe finalizarla la primera persona que me atendió y que no resuelve nada.,Escalation,Escalation,Escalate to Human,true,"Hola, lamentamos mucho los inconvenientes que ha experimentado y entendemos su frustración. Vamos a escalar su caso a un agente especializado para que pueda revisarlo de inmediato y encontrar una solución adecuada. Por favor, manténgase atento a nuestro próximo contacto. Gracias por su paciencia.",5
166,TICKET_166,I’m going to start giving my business to @116062 or @Walmart - at least they can deliver a package on time. @115821 u should stop ‘guaranteeing’ delivery if 6 times out of the last 8 you couldn’t make it work. Same address 10 years! Why?,Escalation,Escalation,Escalate to Human,true,"We sincerely apologize for the repeated delivery issues you’ve experienced and understand how frustrating this must be, especially after a decade of reliable service. I’m escalating your case to our senior support team so they can investigate the root cause and work on a solution promptly. A specialist will reach out to you shortly via the contact method you’ve provided. Thank you for your patience, and we appreciate the opportunity to make this right.",5
167,TICKET_167,"@115821 BAM. 1-hour delivery from @117795. We have backup tennis balls, squeaky tennis balls, and this goofy loofa dog toy that is already cherished. https://t.co/j7SI2CFyJl",Other ,Other,Auto-handle,true,"Hello @115821,

Thank you for reaching out. I’m sorry, but I’m not quite sure I understand the issue you’re experiencing. Could you please provide a bit more detail about your order or the specific concern you’d like us to address? Once we have that information, we’ll be happy to assist you promptly.

Thank you for your patience, and we look forward to helping you resolve this.",1
168,TICKET_168,HEY!! @115821 if I’m paying for Prime why is it taking 4 days for you to get my package to my house?!,Order Tracking,Order Tracking,Escalate to Human,false,"Hi there,

I’m sorry to hear that your Prime delivery is taking longer than expected. While Prime aims for two‑day delivery, occasional delays can occur during busy periods or due to carrier constraints. I’d be happy to check the status of your order and provide the latest tracking details.

Could you please share your order number or confirm the email address linked to the purchase? Once I have that, I’ll look into the exact whereabouts of your package and let you know when you can expect it.

Thank you for your patience, and we appreciate you being a Prime member.

Best regards,
Amazon Customer Support",1
169,TICKET_169,"@115821 when your order is due before 9pm and at 8.11pm they tell you, you might have it by next Wednesday! Not acceptable at all!! https://t.co/FgKv1U23XR",Order Tracking,Order Tracking,Escalate to Human,false,"We’re sorry to hear about the delay and understand how frustrating this must be. To investigate the status of your shipment and provide you with the most accurate delivery estimate, could you please share your order number (e.g., #123-4567890-1234567)? Once we have that information, we’ll check the tracking details and let you know when you can expect your package. Thank you for your patience.",3
170,TICKET_170,"amazon customer service, you did a great job. I successfully lost $199 for the item i returned to the seller. reason is the seller is not signed on the received item. return shipping has tracking and issue was just closed with u r investigation.Finally i am the looser",Refund,Refund,Escalate to Human,true,"Dear Customer,

I’m very sorry to hear about the trouble you’ve experienced with your return and the loss of $199. I understand how frustrating this must be, especially when the return shipping shows tracking but the seller has not confirmed receipt.

To resolve this promptly, I will forward your case to our specialized investigations team. Could you please provide the order number, the return tracking number, and any correspondence you received from the seller or our team regarding this issue? This information will help us review the investigation details and work toward a fair resolution.

We appreciate your patience and will keep you updated on the progress. Thank you for bringing this to our attention.

Sincerely,
Amazon Customer Support",5
171,TICKET_171,£6 is a lot for me rn,Other,Payment Issue,Escalate to Human,false,"I’m sorry to hear that the £6 charge is causing you concern. To review this charge and explore possible solutions, please contact us directly using the phone link we provide here: https://t.co/JzP7hlA23B. Our team will be happy to look into the details with you in real time and help resolve the issue as quickly as possible.",5
172,TICKET_172,Just did that and so far it seemed to help,Other,Other,Auto-handle,false,"Thank you for the update! I'm glad to hear that the steps you tried seem to be helping. If everything is now working as expected, that's great. However, if you encounter any further issues or have additional questions, please don't hesitate to let us know. We're here to help!",5
173,TICKET_173,Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,Escalation,Escalation,Escalate to Human,true,"Hello,

I’m very sorry to hear that you’ve had to reach out repeatedly without receiving a resolution. I understand how frustrating this must be, and I appreciate your patience.

I’m escalating this case to a senior specialist right away so we can investigate the details and provide you with a concrete update as soon as possible. To help us move quickly, could you please share your order number and any reference IDs you have received in previous communications?

Thank you for bringing this to our attention. We’ll work diligently to resolve this for you.

Kind regards,
Amazon Customer Support",5
